State,Product Category,Sales Channel,Month,Year,Quantity Sold,Unit Price,Revenue,Expense,Profit
Uttar Pradesh,Batteries,Online,Dec,2020,996.0,488.38,486426.48,348517.53,137908.95
Tamil Nadu,Tyres,Distributor,May,2020,228.0,401.42,91523.76,59375.6,32148.16
Punjab,Tubes,Distributor,Aug,2020,64.0,890.77,57009.28,44090.88,12918.4
Karnataka,Alloys,Online,Dec,2020,527.0,904.5,476671.5,417568.54,59102.96000000002
Gujarat,Alloys,Online,Jun,2020,599.0,777.16,465518.84,394500.76,71018.08000000002
Rajasthan,Brakes,Distributor,Apr,2020,460.0,769.55,353993.0,216550.39,137442.61
Maharashtra,Tyres,Online,Aug,2020,647.0,742.66,480501.02,371376.12,109124.9
Gujarat,Tubes,Distributor,Jul,2020,891.0,407.87,363412.17,322506.52,40905.64999999997
Karnataka,Alloys,Distributor,Jan,2020,208.0,440.94,91715.52,69699.22,22016.3
Tamil Nadu,Suspension,Distributor,Dec,2020,997.0,457.56,456187.32,401013.0,55174.32000000001
Uttar Pradesh,Batteries,Retail,Mar,2020,310.0,537.72,166693.2,123875.44,42817.76000000001
Maharashtra,Tubes,Distributor,Feb,2020,734.0,748.03,549054.02,452641.05,96412.97000000003
Uttar Pradesh,Alloys,Online,May,2020,804.0,608.96,489603.84,416487.71,73116.13
Delhi,Suspension,Retail,Aug,2020,332.0,411.13,136495.16,90572.62,45922.54000000001
Uttar Pradesh,Tyres,Online,Oct,2020,891.0,408.27,363768.57,247207.24,116561.33
Haryana,Tyres,Distributor,Jun,2020,72.0,515.81,37138.32,34596.17,2542.150000000001
Gujarat,Suspension,Distributor,Dec,2020,445.0,920.67,409698.15,265767.37,143930.78
Punjab,Alloys,Online,Jan,2020,259.0,650.31,168430.29,102125.78,66304.51000000001
West Bengal,Tyres,Distributor,Sep,2020,877.0,633.67,555728.59,353318.03,202410.5599999999
Uttar Pradesh,Tubes,Retail,Jan,2020,373.0,811.08,302532.84,183957.49,118575.35
Maharashtra,Tyres,Retail,Mar,2020,176.0,237.29,41763.04,33481.47,8281.57
Tamil Nadu,Batteries,Retail,Jan,2020,427.0,162.03,69186.81,43384.45,25802.36
Rajasthan,Tyres,Online,Mar,2020,511.0,940.93,480815.23,444248.74,36566.48999999999
Karnataka,Tyres,Distributor,May,2020,456.0,210.53,96001.68,65527.59,30474.09
Haryana,Tubes,Distributor,Mar,2020,395.0,855.01,337728.95,217373.14,120355.81
Uttar Pradesh,Tubes,Retail,Jan,2020,874.0,398.93,348664.82,247205.27,101459.55
West Bengal,Tubes,Distributor,May,2020,420.0,632.15,265503.0,196379.55,69123.45000000001
Karnataka,Brakes,Distributor,Jan,2020,358.0,401.68,143801.44,126688.88,17112.56
Punjab,Tyres,Retail,Jan,2020,166.0,643.35,106796.1,68348.82,38447.28
Karnataka,Alloys,Online,May,2020,293.0,583.66,171012.38,157664.77,13347.61000000002
Uttar Pradesh,Batteries,Retail,Oct,2020,435.0,519.13,225821.55,173497.1,52324.44999999998
West Bengal,Tyres,Online,May,2020,396.0,507,200772.0,136246.23,64525.76999999999
Gujarat,Brakes,Distributor,Dec,2020,925.0,921.47,852359.75,585468.23,266891.52
Tamil Nadu,Tyres,Online,Jan,2020,74.0,548.53,40591.22,30306.38,10284.84
Karnataka,Alloys,Distributor,Apr,2020,905.0,380.33,344198.65,300545.14,43653.51000000001
Uttar Pradesh,Tyres,Retail,Oct,2020,711.0,298.09,211941.99,142941.79,69000.19999999998
Maharashtra,Suspension,Retail,Mar,2020,98.0,260.23,25502.54,23879.93,1622.610000000001
Punjab,Brakes,Distributor,Nov,2020,738.0,601.57,443958.66,400104.96,43853.69999999995
Punjab,Batteries,Retail,May,2020,112.0,997.19,111685.28,86641.89,25043.39
Uttar Pradesh,Suspension,Distributor,Nov,2020,818.0,378.94,309972.92,229089.0,80883.91999999998
Gujarat,Tubes,Retail,Oct,2020,484.0,288.92,139837.28,127855.88,11981.39999999999
Tamil Nadu,Suspension,Online,Nov,2020,81.0,521.41,42234.21,34578.9,7655.309999999998
Uttar Pradesh,Batteries,Distributor,Nov,2020,526.0,524.86,276076.36,220224.57,55851.78999999998
Tamil Nadu,Batteries,Retail,Nov,2020,67.0,364.64,24430.88,20764.31,3666.57
Tamil Nadu,Batteries,Retail,Dec,2020,243.0,581.01,141185.43,108484.17,32701.25999999999
Tamil Nadu,Brakes,Online,Feb,2020,271.0,603.68,163597.28,107047.28,56550.0
Haryana,Alloys,Distributor,May,2020,946.0,400.93,379279.78,237590.78,141689.0
West Bengal,Alloys,Retail,Mar,2020,692.0,435.98,301698.16,209608.01,92090.14999999997
Karnataka,Brakes,Online,Mar,2020,927.0,573.92,532023.84,468320.59,63703.24999999994
Delhi,Batteries,Retail,Mar,2020,104.0,240.54,25016.16,21278.5,3737.66
Karnataka,Brakes,Distributor,Dec,2020,398.0,467.19,185941.62,147470.84,38470.78
Karnataka,Alloys,Retail,Apr,2020,884.0,307.97,272245.48,227369.2,44876.27999999997
Tamil Nadu,Brakes,Retail,May,2020,377.0,193.7,73024.9,64259.77,8765.129999999997
Rajasthan,Brakes,Online,Jul,2020,628.0,898.71,564389.88,448606.74,115783.14
Maharashtra,Batteries,Retail,Sep,2020,313.0,189.5,59313.5,40636.29,18677.21
Delhi,Tyres,Distributor,Aug,2020,127.0,642.88,81645.76,72044.02,9601.73999999999
Gujarat,Batteries,Online,Jan,2020,961.0,457.47,439628.67,366575.49,73053.18
Rajasthan,Tubes,Distributor,Feb,2020,518.0,465.75,241258.5,172112.97,69145.53
Punjab,Tubes,Online,Jul,2020,56.0,669.92,37515.52,32172.06,5343.459999999995
Uttar Pradesh,Alloys,Distributor,Nov,2020,134.0,123.88,16599.92,11014.09,5585.829999999998
Punjab,Alloys,Retail,Jul,2020,597.0,678.63,405142.11,342904.64,62237.46999999997
Rajasthan,Tubes,Online,Sep,2020,946.0,835.7,790572.2,568924.27,221647.9299999999
Tamil Nadu,Tyres,Distributor,Feb,2020,795.0,842.6,669867.0,487040.68,182826.32
Gujarat,Alloys,Online,Aug,2020,168.0,341.26,57331.68,46923.23,10408.45
Gujarat,Tubes,Distributor,Dec,2020,983.0,796.45,782910.35,569148.63,213761.72
Punjab,Suspension,Online,Sep,2020,102.0,365.02,37232.04,34698.72,2533.32
West Bengal,Brakes,Retail,Jun,2020,903.0,801.78,724007.34,463352.59,260654.7499999999
West Bengal,Batteries,Retail,Nov,2020,207.0,538.69,111508.83,101817.96,9690.869999999995
Uttar Pradesh,Suspension,Retail,Feb,2020,177.0,263.9,46710.3,35951.63,10758.67000000001
Rajasthan,Suspension,Distributor,Nov,2020,258.0,341.81,88186.98,69629.97,18557.00999999999
Rajasthan,Tyres,Retail,Jan,2020,286.0,462.3,132217.8,89419.97,42797.82999999999
Gujarat,Tyres,Distributor,Apr,2020,327.0,851.44,278420.88,262979.87,15441.01000000001
Haryana,Brakes,Retail,Jan,2020,491.0,910.52,447065.32,376396.65,70668.66999999998
Tamil Nadu,Brakes,Online,Dec,2020,854.0,116.55,99533.7,91571.46,7962.239999999991
Karnataka,Brakes,Online,Jul,2020,902.0,833.55,751862.1,582190.71,169671.39
Karnataka,Alloys,Distributor,Dec,2020,83.0,598.76,49697.08,41149.04,8548.04
Delhi,Alloys,Online,Apr,2020,427.0,748.18,319472.86,203600.87,115871.99
Gujarat,Suspension,Retail,Apr,2020,391.0,223.2,87271.2,79853.72,7417.479999999996
Punjab,Batteries,Online,Aug,2020,695.0,758.97,527484.15,362780.25,164703.9
Haryana,Suspension,Distributor,Jun,2020,798.0,698.53,557426.94,368671.0,188755.9399999999
West Bengal,Suspension,Retail,Mar,2020,734.0,854.3,627056.2,464983.19,162073.01
Rajasthan,Alloys,Online,Jun,2020,751.0,567.03,425839.53,262503.71,163335.82
Uttar Pradesh,Suspension,Online,Jan,2020,871.0,764.23,665644.33,418676.66,246967.67
Tamil Nadu,Alloys,Distributor,Sep,2020,341.0,793.89,270716.49,168896.61,101819.88
Delhi,Tyres,Online,Apr,2020,828.0,359.82,297930.96,215846.65,82084.31000000003
Maharashtra,Suspension,Distributor,Jun,2020,162.0,749.38,121399.56,98775.74,22623.81999999999
Maharashtra,Brakes,Online,Aug,2020,359.0,528.45,189713.55,157895.72,31817.82999999999
Haryana,Brakes,Online,May,2020,807.0,221.5,178750.5,137515.3,41235.20000000001
Karnataka,Suspension,Online,Sep,2020,811.0,128.06,103856.66,71847.25,32009.41
Maharashtra,Alloys,Online,Jan,2020,788.0,857.38,675615.44,605515.44,70100.0
Karnataka,Brakes,Online,Jan,2020,556.0,637.16,354260.96,253999.92,100261.04
Tamil Nadu,Alloys,Distributor,Mar,2020,203.0,526.81,106942.43,77055.69,29886.73999999999
Karnataka,Brakes,Online,Jan,2020,345.0,755.37,260602.65,201555.81,59046.84
Delhi,Brakes,Retail,Jul,2020,988.0,638.46,630798.48,479967.33,150831.15
Gujarat,Alloys,Distributor,Oct,2020,852.0,837.19,713285.88,627545.75,85740.13
Punjab,Batteries,Online,May,2020,221.0,970.93,214575.53,129139.89,85435.64
West Bengal,Suspension,Retail,Dec,2020,573.0,424.88,243456.24,153877.42,89578.81999999998
Punjab,Batteries,Distributor,Apr,2020,866.0,223.14,193239.24,180211.64,13027.59999999998
West Bengal,Batteries,Online,Dec,2020,872.0,569.17,496316.24,312851.37,183464.87
Delhi,Tyres,Distributor,May,2020,641.0,885.65,567701.65,486110.84,81590.81
Gujarat,Batteries,Online,Jan,2020,710.0,783.13,556022.3,474529.54,81492.76000000007
Tamil Nadu,Batteries,Retail,Apr,2020,759.0,982.52,745732.68,683223.38,62509.30000000005
Uttar Pradesh,Alloys,Retail,Aug,2020,317.0,299.09,94811.53,89661.73,5149.800000000003
Delhi,Tyres,Retail,Mar,2020,926.0,702.93,650913.18,400609.66,250303.5200000001
Karnataka,Tyres,Retail,Sep,2020,65.0,932.72,60626.8,40207.78,20419.02
Punjab,Tyres,Retail,Nov,2020,135.0,923.94,124731.9,76321.09,48410.81
Rajasthan,Tubes,Retail,Jan,2020,678.0,757.92,513869.76,342961.64,170908.12
Uttar Pradesh,Alloys,Online,Dec,2020,889.0,973.95,865841.55,805659.74,60181.81000000006
Tamil Nadu,Tubes,Retail,Aug,2020,643.0,770.56,495470.08,306799.49,188670.59
Uttar Pradesh,Brakes,Distributor,Oct,2020,451.0,570.19,257155.69,212305.51,44850.17999999999
Delhi,Batteries,Distributor,Jan,2020,575.0,636.64,366068.0,249110.41,116957.59
Maharashtra,Brakes,Online,May,2020,237.0,532.96,126311.52,114911.83,11399.69
Maharashtra,Brakes,Retail,May,2020,220.0,405.89,89295.8,76229.0,13066.8
Haryana,Suspension,Retail,Sep,2020,413.0,615.18,254069.34,223934.67,30134.66999999998
Karnataka,Alloys,Distributor,Jun,2020,565.0,811.65,458582.25,326310.33,132271.92
Uttar Pradesh,Tubes,Online,Jan,2020,771.0,568.15,438043.65,328263.77,109779.88
Haryana,Alloys,Distributor,Dec,2020,157.0,309.66,48616.62,29585.17,19031.45
Tamil Nadu,Brakes,Online,Mar,2020,219.0,991.31,217096.89,130276.18,86820.71000000002
West Bengal,Brakes,Distributor,Jun,2020,830.0,576.04,478113.2,444011.15,34102.04999999999
Maharashtra,Brakes,Online,Oct,2020,788.0,163.03,128467.64,77507.08,50960.56
Haryana,Tyres,Retail,Nov,2020,78.0,790.47,61656.66,45667.6,15989.06
Tamil Nadu,Alloys,Distributor,Feb,2020,294.0,531.8,156349.2,125589.84,30759.36000000002
Rajasthan,Batteries,Online,Oct,2020,797.0,985.68,785586.96,682593.13,102993.83
West Bengal,Tubes,Distributor,Jul,2020,970.0,402.73,390648.1,305831.26,84816.83999999997
Haryana,Tubes,Online,Feb,2020,626.0,314.9,197127.4,125898.56,71228.84
Haryana,Tubes,Distributor,Jun,2020,191.0,367.3,70154.3,63032.77,7121.530000000006
Maharashtra,Tyres,Distributor,Sep,2020,195.0,310.25,60498.75,37190.55,23308.2
Punjab,Tyres,Retail,May,2020,754.0,919.31,693159.74,426837.53,266322.21
Maharashtra,Batteries,Distributor,Dec,2020,448.0,445.89,199758.72,167373.15,32385.57000000001
Rajasthan,Alloys,Retail,Jan,2020,189.0,960.77,181585.53,159667.48,21918.04999999999
Maharashtra,Tyres,Retail,Sep,2020,988.0,629.7,622143.6,587188.89,34954.70999999996
Maharashtra,Batteries,Retail,Apr,2020,368.0,950.26,349695.68,267024.31,82671.37
Tamil Nadu,Batteries,Distributor,Apr,2020,894.0,990.27,885301.38,761512.78,123788.6
West Bengal,Tyres,Online,Aug,2020,821.0,308.5,253278.5,235537.89,17740.60999999999
Maharashtra,Tyres,Online,Jan,2020,624.0,307.51,191886.24,170917.85,20968.38999999998
Uttar Pradesh,Batteries,Retail,May,2020,415.0,307.6,127654.0,84479.48,43174.52
Uttar Pradesh,Brakes,Retail,Jun,2020,267.0,133.06,35527.02,33219.35,2307.669999999998
Tamil Nadu,Batteries,Retail,Feb,2020,937.0,415.11,388958.07,241249.27,147708.8
West Bengal,Suspension,Distributor,Aug,2020,96.0,294.69,28290.24,22105.74,6184.5
Punjab,Alloys,Online,Mar,2020,69.0,995.42,68683.98,45390.72,23293.25999999999
West Bengal,Alloys,Online,Dec,2020,539.0,563.72,303845.08,234542.64,69302.44
West Bengal,Tubes,Distributor,Dec,2020,194.0,238.51,46270.94,40974.84,5296.100000000006
Gujarat,Brakes,Retail,Feb,2020,830.0,301.44,250195.2,197139.07,53056.13
Haryana,Batteries,Distributor,Oct,2020,378.0,905.43,342252.54,308384.73,33867.81
Maharashtra,Suspension,Distributor,May,2020,316.0,889.71,281148.36,194824.57,86323.78999999998
Karnataka,Alloys,Distributor,May,2020,590.0,899.87,530923.3,496136.16,34787.14000000007
Rajasthan,Tubes,Online,Aug,2020,381.0,131.88,50246.28,35934.53,14311.75
Maharashtra,Tyres,Online,May,2020,586.0,595.77,349121.22,220101.86,129019.36
Karnataka,Suspension,Online,Apr,2020,173.0,435.42,75327.66,52044.92,23282.74000000001
West Bengal,Tubes,Distributor,May,2020,950.0,143.91,136714.5,107513.77,29200.73
West Bengal,Batteries,Online,Dec,2020,86.0,298.16,25641.76,21517.04,4124.719999999998
Gujarat,Tyres,Distributor,May,2020,642.0,155.37,99747.54,90672.23,9075.309999999998
Haryana,Batteries,Online,May,2020,367.0,633.17,232373.39,206495.9,25877.49000000002
Delhi,Tyres,Retail,Dec,2020,617.0,695.9,429370.3,339341.06,90029.23999999999
Punjab,Suspension,Retail,Jan,2020,798.0,760.52,606894.96,474859.57,132035.39
West Bengal,Batteries,Distributor,Jul,2020,385.0,692.61,266654.85,239377.02,27277.82999999999
Maharashtra,Alloys,Online,Aug,2020,620.0,244.36,151503.2,108613.11,42890.09000000001
Karnataka,Batteries,Online,May,2020,606.0,727.72,440998.32,369578.32,71420.0
West Bengal,Alloys,Online,Dec,2020,240.0,729.09,174981.6,116577.56,58404.04000000001
Tamil Nadu,Batteries,Distributor,Apr,2020,182.0,892.78,162485.96,147073.39,15412.56999999998
Gujarat,Tubes,Distributor,Nov,2020,80.0,843.24,67459.2,43518.23,23940.96999999999
Uttar Pradesh,Alloys,Online,May,2020,412.0,305.76,125973.12,115649.05,10324.06999999999
Delhi,Alloys,Retail,Feb,2020,131.0,836.17,109538.27,97625.65,11912.62000000001
West Bengal,Brakes,Online,Jun,2020,573.0,105.75,60594.75,42444.4,18150.35
Karnataka,Batteries,Online,Feb,2020,95.0,393.79,37410.05,29776.36,7633.690000000002
Karnataka,Suspension,Distributor,Jun,2020,409.0,333.82,136532.38,112216.24,24316.14
Tamil Nadu,Tyres,Distributor,Jun,2020,905.0,836.81,757313.05,488434.39,268878.66
Uttar Pradesh,Tyres,Distributor,Jan,2020,516.0,784.93,405023.88,319743.39,85280.48999999999
Gujarat,Batteries,Online,Jun,2020,273.0,856.11,233718.03,172309.3,61408.73000000001
Gujarat,Tyres,Online,Feb,2020,384.0,938.83,360510.72,229240.98,131269.74
Haryana,Batteries,Distributor,Mar,2020,245.0,256.38,62813.1,54634.77,8178.330000000002
Karnataka,Alloys,Online,Feb,2020,373.0,370.87,138334.51,117288.33,21046.18000000001
Karnataka,Batteries,Retail,Jan,2020,967.0,737.71,713365.57,546260.3,167105.2699999999
Haryana,Tyres,Retail,Nov,2020,71.0,658.82,46776.22,28814.61,17961.61
West Bengal,Tubes,Online,Feb,2020,355.0,991.13,351851.15,294365.11,57486.04000000004
Maharashtra,Brakes,Retail,May,2020,765.0,774.69,592637.85,382565.62,210072.23
Haryana,Alloys,Distributor,Oct,2020,430.0,445.25,191457.5,119272.12,72185.38
Delhi,Alloys,Online,Apr,2020,82.0,391.25,32082.5,24736.41,7346.09
Maharashtra,Alloys,Distributor,Sep,2020,996.0,327.26,325950.96,195688.02,130262.94
West Bengal,Tyres,Retail,Jun,2020,531.0,346.26,183864.06,174485.81,9378.25
Delhi,Tubes,Online,Dec,2020,148.0,506.25,74925.0,49245.83,25679.17
Karnataka,Alloys,Distributor,May,2020,936.0,843.33,789356.88,556047.5,233309.38
Rajasthan,Batteries,Retail,Dec,2020,849.0,174.14,147844.86,123919.83,23925.02999999998
Haryana,Tubes,Online,Jul,2020,71.0,218.2,15492.2,14002.14,1490.060000000001
Haryana,Alloys,Online,Aug,2020,431.0,235.95,101694.45,76404.79,25289.66
Maharashtra,Batteries,Online,Jun,2020,70.0,918.57,64299.9,57874.8,6425.099999999999
Haryana,Suspension,Online,Jul,2020,133.0,457.83,60891.39,42378.9,18512.49
Maharashtra,Tyres,Retail,Aug,2020,436.0,380.76,166011.36,118243.24,47768.11999999998
Uttar Pradesh,Brakes,Online,Jul,2020,983.0,306.96,301741.68,203550.91,98190.76999999999
Punjab,Tubes,Retail,Jan,2020,881.0,881.31,776434.11,660142.46,116291.65
Maharashtra,Suspension,Retail,Mar,2020,835.0,877.92,733063.2,561250.39,171812.8099999999
West Bengal,Tyres,Online,Jan,2020,633.0,243.32,154021.56,103393.97,50627.59
Delhi,Tyres,Distributor,Jul,2020,654.0,798.94,522506.76,454488.21,68018.54999999999
Haryana,Suspension,Online,Apr,2020,735.0,577.32,424330.2,257250.89,167079.31
Haryana,Brakes,Online,Dec,2020,398.0,218.12,86811.76,53075.34,33736.42
Rajasthan,Tyres,Retail,Jun,2020,877.0,970.76,851356.52,566075.98,285280.54
Delhi,Alloys,Distributor,Sep,2020,576.0,533.37,307221.12,196946.52,110274.6
Rajasthan,Tyres,Retail,Jun,2020,322.0,646.58,208198.76,142957.39,65241.37
West Bengal,Suspension,Distributor,May,2020,570.0,280.47,159867.9,123427.31,36440.59
Delhi,Brakes,Distributor,Jan,2020,880.0,686.37,604005.6,431304.64,172700.96
Uttar Pradesh,Tyres,Online,Jun,2020,435.0,817.8,355743.0,252088.98,103654.02
Tamil Nadu,Brakes,Distributor,Aug,2020,766.0,234.62,179718.92,137055.36,42663.56000000003
Uttar Pradesh,Tyres,Online,Jan,2020,369.0,455.99,168260.31,158357.34,9902.970000000001
Tamil Nadu,Batteries,Distributor,May,2020,215.0,362.5,77937.5,65720.3,12217.2
Delhi,Tyres,Distributor,Jun,2021,167.20000000000002,857.7345,143413.20840000003,95255.3779,48157.830500000025
Gujarat,Tubes,Distributor,Feb,2021,133.10000000000002,670.7295,89274.09645000003,58439.41795000002,30834.67850000001
Delhi,Tubes,Retail,Dec,2021,567.6,199.47899999999998,113224.2804,86133.92710000002,27090.353299999988
Rajasthan,Tyres,Retail,Sep,2021,464.20000000000005,673.0500000000001,312429.81000000006,264885.94285000005,47543.867150000005
Uttar Pradesh,Suspension,Distributor,Jul,2021,782.1,158.3085,123813.07785000002,105575.37220000003,18237.70564999999
Maharashtra,Suspension,Retail,Sep,2021,509.30000000000007,305.6655,155675.43915000002,103312.26520000001,52363.17395000001
Haryana,Brakes,Online,Nov,2021,358.6,688.5165000000001,246902.01690000005,200997.66070000004,45904.35620000001
Delhi,Tyres,Online,Apr,2021,332.20000000000005,513.1875,170480.8875,119665.69075,50815.19675000002
Punjab,Batteries,Distributor,Nov,2021,118.80000000000001,482.86350000000004,57364.18380000001,35355.44935000002,22008.734449999996
Delhi,Tubes,Distributor,Jul,2021,823.9000000000001,451.21650000000005,371757.2743500001,282395.9392000001,89361.33515
Tamil Nadu,Alloys,Online,Dec,2021,809.6,689.3774999999999,558120.024,,
Haryana,Brakes,Retail,Dec,2021,322.3,664.8285,214274.22555,132048.13390000002,82226.09164999999
Uttar Pradesh,Batteries,Distributor,Mar,2021,954.8000000000001,747.894,714089.1912,541047.3553,173041.83589999995
Gujarat,Suspension,Online,Apr,2021,355.3,1001.7,355904.01,333827.73115,22076.278850000002
Uttar Pradesh,Brakes,Distributor,May,2021,320.1,469.2135,150195.24135000003,90956.47945000001,59238.76190000001
Delhi,Tyres,Distributor,Nov,2021,1041.7,751.6005,782942.2408500001,590380.2466000001,192561.99425
West Bengal,Batteries,Distributor,Sep,2021,554.4000000000001,681.45,377795.88000000006,336849.6962500001,40946.18374999997
Uttar Pradesh,Tyres,Retail,Apr,2021,92.4,964.3095000000001,89102.19780000001,61531.58395000001,27570.61385
Uttar Pradesh,Alloys,Distributor,Jan,2021,1013.1000000000001,818.8215000000001,829548.0616500003,621169.3819000002,208378.67975000013
Punjab,Batteries,Retail,Feb,2021,676.5,621.6419999999999,420540.81299999997,279533.09845,141007.71454999998
Uttar Pradesh,Tyres,Online,,2021,827.2,900.963,745276.5936,564482.8943500001,180793.69924999995
Punjab,Batteries,Online,Nov,2021,276.1,950.6070000000001,262462.59270000004,212401.79575000005,50060.79694999999
Tamil Nadu,Batteries,Distributor,Sep,2021,951.5000000000001,413.5845,393525.65175,314684.92285000003,78840.72889999999
Punjab,Brakes,Retail,Jan,2021,331.1,147.73499999999999,48915.0585,34918.79005,13996.268449999996
Gujarat,Tubes,Online,Sep,2021,845.9000000000001,811.2195,686210.5750500001,541346.2115500001,144864.36349999998
Tamil Nadu,Alloys,Retail,May,2021,925.1,442.134,409018.1634,285628.47235,123389.69105000002
Tamil Nadu,Suspension,Online,Jun,2021,471.90000000000003,365.82,172630.458,121479.32949999999,51151.12850000002
West Bengal,Tubes,Distributor,Jun,2021,948.2,175.455,166366.431,157284.57205,9081.858950000023
Punjab,Batteries,Retail,Mar,2021,432.3,478.1595,206708.35185,145258.28470000002,61450.06714999999
Tamil Nadu,Tubes,Retail,Jun,2021,123.20000000000002,875.616,107875.89120000001,91414.04425000002,16461.846949999992
,Batteries,Online,Jul,2021,796.4000000000001,851.718,678308.2152000001,550844.6081500001,127463.60704999999
Rajasthan,Brakes,Online,Sep,2021,592.9000000000001,443.75100000000003,263099.96790000005,168529.79065000007,94570.17724999998
Tamil Nadu,Brakes,Online,Mar,2021,202.4,908.2815,183836.17560000002,139220.56840000002,44615.6072
Maharashtra,Tyres,Online,Mar,2021,90.2,165.06,14888.412,10553.5684,4334.8436
Uttar Pradesh,Alloys,Distributor,Apr,2021,854.7,734.2965,627603.2185500001,506447.07805000007,121156.14050000004
Maharashtra,Alloys,Online,Sep,2021,852.5000000000001,943.4145000000001,804260.8612500002,615480.9260500001,188779.93520000007
Maharashtra,Alloys,Retail,Apr,2021,728.2,1023.267,745143.0294000001,668482.6055500002,76660.4238499999
Uttar Pradesh,Batteries,Distributor,Aug,2021,59.400000000000006,635.4075,37743.205500000004,32830.50385000001,4912.701649999995
Rajasthan,Suspension,Retail,Jan,2021,1012.0000000000001,143.2095,144928.014,123005.04984999998,21922.964150000014
Uttar Pradesh,Alloys,Distributor,Apr,2021,997.7,129.024,128727.2448,82097.35224999998,46629.89255000002
Maharashtra,Alloys,Online,Dec,2021,686.4000000000001,,,,
Uttar Pradesh,Alloys,Distributor,Mar,2021,159.5,762.258,121580.15100000001,78877.07365,42703.07735000001
West Bengal,Batteries,Online,Jan,2021,308.0,492.807,151784.556,131209.0957,20575.460300000006
Tamil Nadu,Tubes,Online,Jan,2021,93.50000000000001,995.9985000000001,93125.85975000003,75394.97965000002,17730.88010000001
Tamil Nadu,Brakes,Online,Sep,2021,321.20000000000005,257.355,82662.42600000002,76495.33660000002,6167.089399999997
Uttar Pradesh,Tubes,Online,Nov,2021,666.6,384.37350000000004,256223.37510000003,163194.56845000002,93028.80665000001
Delhi,Alloys,Retail,Aug,2021,929.5000000000001,864.465,803520.2175000001,534581.6306500001,268938.5868500001
Tamil Nadu,Brakes,Distributor,Mar,2021,931.7,939.6975000000001,875516.1607500002,624698.9695000001,250817.19125000003
Maharashtra,Tyres,Retail,Apr,2021,436.70000000000005,441.7035,192891.91845000003,176957.12110000005,15934.797349999979
Haryana,Tubes,Retail,Sep,2021,477.40000000000003,320.397,152957.5278,114639.80064999999,38317.72715000002
Uttar Pradesh,Tubes,Retail,Dec,2021,744.7,438.1755,326309.29485,230594.1199,95715.17495000002
Uttar Pradesh,Tubes,Distributor,Mar,2021,834.9000000000001,587.6535,490631.90715000004,366057.4633,124574.44385000004
Punjab,Brakes,Retail,Mar,2021,798.6,759.3495,606416.5107000001,421031.5478500001,185384.96285
Rajasthan,Suspension,Retail,Jan,2021,784.3000000000001,996.051,781202.7993000001,557092.1533,224110.64600000007
Haryana,Tyres,Retail,Dec,2021,722.7,632.4045,457038.73215,338822.32075,118216.41139999998
Haryana,Batteries,Retail,Jun,2021,966.9000000000001,1023.33,989457.7770000001,926980.01395,62477.76305000007
Rajasthan,Tyres,Distributor,Nov,2021,614.9000000000001,763.0035,469170.8521500001,398464.3262500001,70706.52590000001
Punjab,Batteries,Online,Sep,2021,728.2,374.17800000000005,272476.4196000001,167003.65450000003,105472.76510000005
Haryana,Tubes,Retail,Feb,2021,178.20000000000002,1027.8975,183171.33450000003,136254.37825000004,46916.95624999999
Uttar Pradesh,Batteries,Retail,Jan,2021,994.4000000000001,368.31899999999996,366256.41359999997,336184.23145,30072.18214999995
Punjab,Tubes,Online,Mar,2021,497.20000000000005,748.2615000000001,372035.61780000007,292355.6774500001,79679.94034999999
Rajasthan,Brakes,Retail,Jan,2021,856.9000000000001,1036.4445,888129.2920500002,608119.3141000001,280009.9779500001
Punjab,Batteries,Distributor,Mar,2021,973.5000000000001,181.40850000000003,176601.17475000006,128809.21360000002,47791.96115000005
Gujarat,Batteries,Distributor,Jun,2021,495.00000000000006,793.1595,392613.9525,286107.2545,106506.69800000003
West Bengal,Tubes,Distributor,Sep,2021,1026.3000000000002,1034.334,1061536.9842000003,785100.6109000002,276436.3733000001
Haryana,Tubes,Online,Jan,2021,616.0,190.323,117238.96800000001,104618.8936,12620.074400000012
Delhi,Suspension,Online,May,2021,190.3,585.249,111372.88470000001,93946.87839999999,17426.006300000023
Punjab,Tubes,Retail,Feb,2021,902.0000000000001,663.39,598377.78,500930.4862,97447.29380000004
Maharashtra,Tyres,Online,Aug,2021,497.20000000000005,777.0315,386340.0618000001,341263.9907500001,45076.07104999997
Tamil Nadu,Tubes,Distributor,Sep,2021,216.70000000000002,714.693,154873.9731,102376.07994999998,52497.89315000002
Uttar Pradesh,Tyres,Online,Jan,2021,1075.8000000000002,480.70050000000003,517137.5979000001,403994.6048500001,113142.99304999999
Uttar Pradesh,Alloys,Retail,Aug,2021,1013.1000000000001,234.95850000000002,238036.45635000005,171237.06445000003,66799.39190000002
Rajasthan,Alloys,Retail,Jun,2021,574.2,302.56800000000004,173734.54560000004,137164.61065000005,36569.934949999995
Delhi,Alloys,Online,Feb,2021,381.70000000000005,348.7575,133120.73775,110622.59515,22498.142600000006
Punjab,Brakes,Retail,Oct,2021,434.50000000000006,1033.1475,448902.58875000005,350513.2769500001,98389.31179999997
Punjab,Batteries,Distributor,Oct,2021,1023.0000000000001,333.55350000000004,341225.23050000006,215854.29865000004,125370.93185000002
